ID	age	sex	n_babies	observer	year	pop_size	weight
119	16	m	1	16	2001	150	11.359583852591275
128	3	m	0	7	2001	150	6.001777929444117
133	4	m	2	11	2001	150	6.553729658700638
140	3	m	0	6	2001	150	5.653374860214159
142	4	f	1	18	2001	150	6.785397426632998
147	0	m	1	6	2001	150	4.872202105343805
152	3	f	0	13	2001	150	5.380739587737816
159	7	f	2	7	2001	150	7.411761561270251
170	11	m	0	3	2001	150	10.234357759115023
180	7	f	0	6	2001	150	7.820228305855243
192	0	m	0	6	2001	150	4.605549692984711
193	9	m	0	9	2001	150	9.426850462113936
197	5	f	1	10	2001	150	6.394229943730817
205	0	f	2	20	2001	150	4.903819625204308
206	13	m	1	11	2001	150	11.594611934099472
207	16	m	2	6	2001	150	11.922717985868896
208	9	m	0	20	2001	150	9.169750004407982
227	13	m	0	13	2001	150	10.506590331661611
231	4	f	0	2	2001	150	5.697184800691405
233	0	m	2	4	2001	150	4.640174404082077
237	1	f	0	3	2001	150	4.2450105769295
238	11	m	2	8	2001	150	10.181322248699743
245	1	f	1	19	2001	150	5.309929265937274
252	2	f	0	13	2001	150	5.522749268159647
253	1	m	2	10	2001	150	6.1456371968880825
256	3	f	1	5	2001	150	5.969187993264015
258	12	m	1	7	2001	150	9.77665863201622
259	13	f	2	11	2001	150	11.204576885040078
261	1	f	2	17	2001	150	5.1805647560588355
262	2	m	1	16	2001	150	NA
273	2	m	0	16	2001	150	NA
282	8	f	0	18	2001	150	NA
286	3	m	0	6	2001	150	5.833928039463603
287	12	f	1	6	2001	150	10.167272599488657
291	9	f	1	7	2001	150	7.7739585277303345
297	1	f	0	12	2001	150	3.695925199596689
302	8	m	1	15	2001	150	8.358117240590074
317	12	m	1	11	2001	150	10.291052125484168
318	14	m	0	4	2001	150	10.685266335650086
322	2	m	0	7	2001	150	4.088471409934595
325	1	f	2	11	2001	150	4.034014279676265
331	2	m	0	20	2001	150	5.62969541758717
332	2	f	1	1	2001	150	4.746241146770588
333	2	m	2	16	2001	150	5.314277962690647
334	1	m	1	18	2001	150	5.493391963281471
337	1	f	2	13	2001	150	4.667040012691803
341	1	m	2	14	2001	150	4.402660530122534
345	3	f	1	3	2001	150	4.839751819833083
352	1	f	0	8	2001	150	5.880102069504882
355	8	f	2	8	2001	150	7.355851494576087
371	8	m	1	20	2001	150	8.0882445336189015
378	0	m	2	17	2001	150	3.6467334822217854
379	0	m	1	1	2001	150	4.984054333406565
391	7	f	0	3	2001	150	6.7225750757737455
393	7	f	1	5	2001	150	7.842745849933724
396	11	f	0	11	2001	150	9.762924904002213
402	5	f	1	15	2001	150	6.145844469757416
403	4	f	0	19	2001	150	5.905856004827269
413	9	f	0	11	2001	150	9.389915968082727
417	7	f	1	17	2001	150	6.769739393040589
431	5	f	0	5	2001	150	5.732553640703833
434	0	m	1	16	2001	150	4.347959717728459
435	15	f	0	10	2001	150	NA
436	4	f	0	13	2001	150	5.189029278665045
437	0	m	1	14	2001	150	4.03007531806582
438	7	f	2	16	2001	150	8.544655980083585
439	12	m	1	5	2001	150	10.167247924606459
441	3	m	1	20	2001	150	4.929065631956659
448	0	m	0	20	2001	150	NA
451	11	f	1	5	2001	150	NA
456	3	f	0	11	2001	150	5.68777477119499
457	13	m	1	15	2001	150	9.686772749609634
459	4	m	1	16	2001	150	6.133494059909204
461	4	m	1	8	2001	150	6.048864430873512
465	2	f	0	11	2001	150	4.174645285568276
473	0	f	0	11	2001	150	4.724661949787936
475	7	f	1	19	2001	150	7.538447258208871
484	0	f	1	16	2001	150	3.2344153436761194
488	9	f	0	12	2001	150	8.097070368331082
500	1	f	1	14	2001	150	4.359476055850999
507	8	f	1	15	2001	150	8.076619879355453
509	7	m	0	10	2001	150	8.079293301217797
510	7	m	2	2	2001	150	7.786705290774171
512	10	f	2	17	2001	150	8.757958106644676
516	8	f	0	10	2001	150	6.805567133012342
518	1	f	2	9	2001	150	4.103850595094733
523	10	m	2	13	2001	150	9.077084948506721
524	4	m	0	20	2001	150	6.611454420576154
528	0	f	2	10	2001	150	4.456558000704116
530	4	f	1	10	2001	150	5.631434975458564
533	1	m	0	11	2001	150	4.899669178306909
537	11	m	2	17	2001	150	9.254375493638227
539	2	m	1	11	2001	150	6.006864399430863
540	11	f	1	4	2001	150	9.120134494329834
542	11	f	1	18	2001	150	9.668444543098873
544	2	m	0	8	2001	150	5.766623310709587
548	2	m	1	1	2001	150	4.371470883149364
550	10	m	0	8	2001	150	9.800249028277879
552	1	m	0	14	2001	150	4.7546150932649125
561	4	f	1	10	2001	150	6.916127709072111
564	3	m	2	13	2001	150	6.084996339404382
569	11	f	1	17	2001	150	10.01359961187556
571	3	f	2	15	2001	150	5.671369633724892
572	10	m	0	18	2001	150	9.502208000044302
573	7	m	0	6	2001	150	7.466605465855588
574	10	f	1	13	2001	150	NA
575	4	m	2	18	2001	150	6.547502134146326
578	1	f	1	4	2001	150	NA
580	12	m	0	5	2001	150	10.778834988309114
581	4	m	1	11	2001	150	6.0918413861079586
582	8	f	0	3	2001	150	7.633454740215716
583	2	f	2	7	2001	150	4.135819184191348
588	7	m	0	20	2001	150	7.331889227392713
594	7	m	0	12	2001	150	7.944068297270517
598	2	f	0	15	2001	150	4.9160023188010555
599	5	f	0	11	2001	150	6.476056259679019
602	2	f	0	11	2001	150	5.80023296587477
604	8	f	0	12	2001	150	7.225936644845655
605	2	m	2	3	2001	150	4.57052692229453
610	4	m	0	9	2001	150	5.336990800459387
611	5	f	2	6	2001	150	5.783060828056077
616	4	f	2	18	2001	150	5.103326684029449
623	8	m	1	16	2001	150	7.929190215555117
625	2	m	0	3	2001	150	4.773825387413196
627	1	f	1	20	2001	150	4.285085745652257
629	3	m	1	2	2001	150	NA
631	4	f	2	10	2001	150	6.023661048714442
632	5	m	1	18	2001	150	6.711098963409856
644	0	m	1	18	2001	150	4.565372981470742
649	3	f	2	13	2001	150	3.7496988173792136
655	0	f	0	18	2001	150	3.888079857328673
661	11	f	1	9	2001	150	9.63044735654668
663	3	f	0	12	2001	150	4.6137431973888425
665	16	m	1	4	2001	150	12.044076281722528
672	3	f	0	8	2001	150	5.229620900558575
674	16	m	2	14	2001	150	11.696691076901136
679	9	m	1	3	2001	150	8.81331792994387
681	4	m	0	17	2001	150	6.011158597917557
686	16	m	2	7	2001	150	12.953492338976378
687	15	f	0	10	2001	150	11.851268098655188
695	0	m	2	11	2001	150	3.7004271950265917
700	3	m	2	7	2001	150	6.1267642156671975
703	7	m	2	10	2001	150	8.995378346155144
705	15	m	1	4	2001	150	11.166019220158548
718	10	m	1	20	2001	150	8.966564821130987
723	6	f	2	9	2001	150	6.495859272931252
726	4	f	1	19	2001	150	4.891203023602934
727	13	f	0	1	2001	150	NA
728	2	f	2	6	2001	150	5.21619046710506
737	7	f	0	17	2001	150	6.999552642611494
745	6	m	1	18	2001	150	7.545874296051908
753	5	m	0	7	2001	150	8.131143350069987
754	10	m	1	3	2001	150	9.765760855813754
760	8	f	1	20	2001	150	7.210287266181455
761	7	m	1	20	2001	150	6.949092699472045
767	4	f	2	15	2001	150	6.033047648161568
771	3	m	1	8	2001	150	4.44560842223489
773	9	m	2	13	2001	150	9.279344978629616
776	9	f	0	7	2001	150	7.854104537674382
778	13	m	2	2	2001	150	10.687070832966246
779	7	f	1	19	2001	150	6.547150844744116
781	2	m	0	6	2001	150	5.096940478426969
783	0	f	1	8	2001	150	4.599735957228444
794	11	f	2	15	2001	150	8.815459070496667
799	2	m	0	12	2001	150	5.303147724221219
802	2	f	0	12	2001	150	5.978946603384253
803	3	m	0	13	2001	150	6.049384331784674
807	6	m	0	5	2001	150	7.6134888812213815
811	0	m	1	2	2001	150	4.899344111205215
813	16	f	1	8	2001	150	11.637104175231336
815	2	f	1	20	2001	150	3.8643417559120627
834	2	f	2	15	2001	150	5.443423024261156
849	3	f	2	19	2001	150	5.9240047374543945
850	7	f	1	15	2001	150	5.9531660045759835
866	3	f	0	10	2001	150	5.6048659010735635
867	8	m	0	4	2001	150	7.242659143453213
870	7	f	2	10	2001	150	6.318912946761374
871	13	m	0	13	2001	150	10.908942484577729
874	4	m	2	10	2001	150	6.299895915283052
879	0	f	0	5	2001	150	4.3066333875728215
880	7	f	1	13	2001	150	7.94795491991237
882	12	f	2	1	2001	150	9.853368604102473
892	7	f	1	17	2001	150	7.383026915302027
896	4	m	1	18	2001	150	5.87854768952419
898	16	m	1	9	2001	150	NA
899	11	f	0	19	2001	150	NA
5	2	m	2	13	2002	145	5.3890872970572685
16	5	f	2	12	2002	145	5.711544669911577
21	1	f	2	9	2002	145	NA
31	6	f	2	1	2002	145	7.694046021196241
47	7	f	1	11	2002	145	8.155993650156782
49	7	m	2	5	2002	145	8.554874208944517
55	11	m	1	2	2002	145	8.489247269700973
60	15	m	2	2	2002	145	11.750122544241773
63	0	f	2	7	2002	145	2.9874801741390917
68	1	m	1	12	2002	145	4.363611830667808
69	8	m	1	7	2002	145	8.104621205892126
72	0	m	0	19	2002	145	3.757294078504033
73	5	m	0	12	2002	145	7.052530135655917
74	6	f	2	1	2002	145	7.233593866073664
79	11	m	0	9	2002	145	9.868416036305751
84	6	m	0	13	2002	145	7.420763708041014
89	5	f	1	4	2002	145	7.469373858505902
100	5	m	1	14	2002	145	6.329016133918766
102	6	f	0	16	2002	145	6.602133388909947
108	7	f	2	11	2002	145	7.074378274449713
109	2	f	1	5	2002	145	4.5949195164951515
110	1	f	1	5	2002	145	4.935638900444943
118	7	m	1	8	2002	145	8.179867424633715
128	4	m	2	17	2002	145	6.77432597318077
133	5	m	2	13	2002	145	NA
138	0	m	1	16	2002	145	4.261193758767605
140	4	m	2	4	2002	145	6.009005213958463
142	5	f	2	2	2002	145	7.130501478699915
145	0	m	2	3	2002	145	4.1349195751511765
147	1	m	1	19	2002	145	5.2206274310088085
152	4	f	1	3	2002	145	5.248491187066121
157	0	m	1	19	2002	145	NA
180	8	f	2	5	2002	145	8.274632779679502
192	1	m	2	7	2002	145	4.481671878121423
193	10	m	2	16	2002	145	9.675565165955675
205	1	f	1	12	2002	145	5.109844145087719
206	14	m	2	20	2002	145	12.317325773706653
208	10	m	0	6	2002	145	9.610290777698337
227	14	m	0	8	2002	145	11.058058046458363
231	5	f	0	18	2002	145	6.109183181256549
233	1	m	1	3	2002	145	4.9628775126113025
237	2	f	1	1	2002	145	4.3516523255267
238	12	m	2	7	2002	145	11.022100790515232
245	2	f	0	17	2002	145	5.7685929854537115
252	3	f	0	19	2002	145	6.399302650165565
253	2	m	2	8	2002	145	6.751504504293451
256	4	f	0	3	2002	145	7.484099201090464
259	14	f	0	3	2002	145	11.27674458577141
261	2	f	2	6	2002	145	6.310314127808031
262	3	m	1	5	2002	145	5.576231930896206
273	3	m	2	13	2002	145	6.300819308333812
282	9	f	2	1	2002	145	8.884256153393842
286	4	m	0	15	2002	145	6.885929719698254
291	10	f	2	8	2002	145	8.299258676076814
293	0	m	0	14	2002	145	4.4412421642841
295	0	m	1	18	2002	145	3.649468397590728
297	2	f	2	19	2002	145	4.649447602552449
302	9	m	2	15	2002	145	8.697022696122293
317	13	m	1	11	2002	145	NA
322	3	m	1	18	2002	145	4.800604831325854
325	2	f	1	2	2002	145	5.181493287739611
331	3	m	2	4	2002	145	6.245198596208513
332	3	f	2	12	2002	145	4.542569532305469
333	3	m	1	7	2002	145	6.2936299723467295
334	2	m	2	1	2002	145	6.305765149978377
337	2	f	2	11	2002	145	5.831234449148523
341	2	m	0	10	2002	145	4.890051805617928
345	4	f	2	7	2002	145	5.757952627514697
352	2	f	1	11	2002	145	6.293725595995155
355	9	f	0	7	2002	145	8.461144947062198
371	9	m	2	14	2002	145	8.331903161896971
378	1	m	1	8	2002	145	4.632602188129474
379	1	m	1	14	2002	145	5.458995169859669
381	0	m	1	1	2002	145	4.2726489498394145
390	0	f	1	19	2002	145	NA
391	8	f	1	15	2002	145	7.212451380512384
393	8	f	2	12	2002	145	8.259377699592882
403	5	f	0	19	2002	145	6.597650231073567
413	10	f	0	7	2002	145	9.860247517524392
417	8	f	0	8	2002	145	7.928022775474618
425	0	m	0	20	2002	145	4.335956356039735
431	6	f	2	10	2002	145	6.684873650074507
434	1	m	0	1	2002	145	4.807467883108661
435	16	f	2	16	2002	145	NA
436	5	f	2	19	2002	145	5.788334755407597
437	1	m	2	15	2002	145	4.604168437953326
438	8	f	0	17	2002	145	8.612315783936298
441	4	m	1	11	2002	145	5.588975856738304
448	1	m	0	17	2002	145	4.890633353826968
451	12	f	0	11	2002	145	10.036188899882005
456	4	f	0	2	2002	145	6.409479580487798
457	14	m	1	9	2002	145	10.20190711542187
461	5	m	0	4	2002	145	6.853728046612199
465	3	f	2	8	2002	145	NA
473	1	f	2	1	2002	145	5.802260473762483
475	8	f	0	19	2002	145	8.151411732983743
484	1	f	1	14	2002	145	NA
488	10	f	1	13	2002	145	8.235905761955662
498	0	f	0	17	2002	145	4.024061797681483
500	2	f	2	3	2002	145	5.007230720876916
507	9	f	0	19	2002	145	8.935180440692788
509	8	m	2	4	2002	145	8.659078428891025
510	8	m	0	7	2002	145	8.782695854654234
512	11	f	2	17	2002	145	9.638009785044488
516	9	f	1	1	2002	145	7.592914546924771
518	2	f	0	7	2002	145	4.584343540188985
523	11	m	1	8	2002	145	10.100183394211705
524	5	m	2	20	2002	145	7.325633277616682
528	1	f	2	12	2002	145	4.243724448033368
530	5	f	2	17	2002	145	5.866750233475986
533	2	m	2	15	2002	145	5.5114926166227445
537	12	m	2	2	2002	145	10.124601181408517
539	3	m	1	19	2002	145	6.4417368306763
540	12	f	1	3	2002	145	9.835573456538853
544	3	m	0	12	2002	145	6.625657177570505
548	3	m	1	19	2002	145	5.771359774435572
550	11	m	2	8	2002	145	10.500382909745573
552	2	m	1	3	2002	145	5.511200412360417
559	0	f	1	16	2002	145	4.217397986730016
561	5	f	0	8	2002	145	7.004004548937188
564	4	m	0	17	2002	145	7.082363616479878
569	12	f	1	6	2002	145	10.96062427382438
571	4	f	1	4	2002	145	6.491494814829818
572	11	m	0	14	2002	145	10.469590566219537
573	8	m	0	14	2002	145	8.19446278147957
575	5	m	1	19	2002	145	6.929669220775253
577	0	m	0	4	2002	145	4.9978371359565195
578	2	f	0	6	2002	145	4.416040647551143
580	13	m	0	3	2002	145	11.53459405891049
581	5	m	2	13	2002	145	6.54656186883181
588	8	m	1	6	2002	145	NA
594	8	m	1	7	2002	145	8.795560059714347
598	3	f	1	19	2002	145	5.337826594484161
599	6	f	2	6	2002	145	6.981592976977442
602	3	f	2	3	2002	145	5.8158120234642094
604	9	f	0	7	2002	145	7.962537381149642
605	3	m	0	1	2002	145	5.178220347644761
611	6	f	1	4	2002	145	6.416748073589628
616	5	f	0	8	2002	145	5.847460105533235
623	9	m	2	11	2002	145	8.602967606228985
625	3	m	1	8	2002	145	5.448767756714573
627	2	f	1	19	2002	145	5.488364228500112
629	4	m	0	19	2002	145	6.335141113048282
631	5	f	2	19	2002	145	6.491317773024875
632	6	m	2	7	2002	145	7.334904095434976
641	0	f	1	9	2002	145	NA
644	1	m	1	2	2002	145	5.58282805225436
655	1	f	0	19	2002	145	4.327173855949854
661	12	f	1	17	2002	145	9.683002952553087
663	4	f	1	19	2002	145	5.4301157822659585
668	0	f	0	5	2002	145	3.720593089112158
679	10	m	2	18	2002	145	9.477774311706929
687	16	f	0	8	2002	145	12.322116744227689
695	1	m	0	1	2002	145	4.909970372220842
696	0	f	1	9	2002	145	3.8483666956255416
700	4	m	2	12	2002	145	6.991384892745594
703	8	m	1	9	2002	145	9.45453853958882
716	0	f	2	1	2002	145	4.647302703256477
718	11	m	2	14	2002	145	9.869209526126744
720	0	f	1	7	2002	145	3.5036954671923475
723	7	f	0	13	2002	145	6.7059158903135225
726	5	f	2	14	2002	145	5.6138473540130365
727	14	f	1	7	2002	145	12.103060305462071
728	3	f	1	11	2002	145	5.679234257733091
737	8	f	1	7	2002	145	7.142149402771302
745	7	m	0	16	2002	145	8.088882993101771
753	6	m	1	14	2002	145	8.910986618830051
754	11	m	0	20	2002	145	10.951984674538686
760	9	f	0	9	2002	145	7.399499143680018
761	8	m	2	13	2002	145	7.808874365192848
766	0	f	1	2	2002	145	3.22251977067645
767	5	f	2	15	2002	145	6.499149615024924
771	4	m	1	9	2002	145	NA
772	0	f	0	17	2002	145	5.07488085047519
776	10	f	0	2	2002	145	8.703394288536781
778	14	m	1	5	2002	145	11.565532836223193
779	8	f	0	11	2002	145	NA
783	1	f	1	1	2002	145	4.897339224533256
794	12	f	1	2	2002	145	9.666591679715001
799	3	m	0	17	2002	145	5.9674469909208625
802	3	f	2	8	2002	145	5.932204628883048
803	4	m	0	14	2002	145	6.576860897013981
807	7	m	1	18	2002	145	7.908135022679405
811	1	m	2	11	2002	145	5.553907621231588
815	3	f	0	18	2002	145	4.384491198620894
834	3	f	1	9	2002	145	6.465524184453364
836	0	m	2	17	2002	145	NA
849	4	f	0	6	2002	145	6.471489594210241
866	4	f	0	15	2002	145	6.311619589333402
867	9	m	2	9	2002	145	7.929889932106409
870	8	f	2	10	2002	145	7.373856412775173
871	14	m	2	3	2002	145	10.89331017879906
874	5	m	1	16	2002	145	6.595921048125484
875	0	f	1	4	2002	145	4.045040849076618
879	1	f	2	2	2002	145	4.196470428870071
880	8	f	1	2	2002	145	8.36231233126119
889	0	f	1	6	2002	145	3.8472169554155484
892	8	f	2	5	2002	145	7.568817640298977
896	5	m	1	8	2002	145	6.240252513902695
899	12	f	1	3	2002	145	9.148510732107823
908	0	m	1	2	2002	145	4.636811426921672
1	0	m	0	5	2003	154	4.581591362989695
5	3	m	2	6	2003	154	5.4016536059524975
16	6	f	2	18	2003	154	6.104748967004631
21	2	f	2	14	2003	154	NA
31	7	f	1	4	2003	154	7.872413671090744
32	0	m	2	17	2003	154	3.971941828549029
41	0	m	2	13	2003	154	3.5568549983750706
47	8	f	1	16	2003	154	8.33200774635735
49	8	m	2	7	2003	154	8.138929343757338
55	12	m	2	12	2003	154	8.498013272937023
60	16	m	0	11	2003	154	12.10537518862301
63	1	f	1	15	2003	154	3.2780316376849203
68	2	m	1	12	2003	154	5.269023310225019
69	9	m	2	19	2003	154	NA
72	1	m	2	5	2003	154	3.862990793098681
73	6	m	0	14	2003	154	7.727578050464424
74	7	f	2	8	2003	154	6.688872821658667
77	0	m	0	9	2003	154	3.7265079164627783
79	12	m	2	13	2003	154	10.677564770022347
84	7	m	0	13	2003	154	NA
89	6	f	0	20	2003	154	NA
100	6	m	0	12	2003	154	6.5472524833380294
102	7	f	1	14	2003	154	6.636845379649601
108	8	f	2	4	2003	154	NA
109	3	f	1	11	2003	154	4.423802781995004
110	2	f	1	7	2003	154	4.969831265954385
118	8	m	2	3	2003	154	8.097985596102372
128	5	m	0	9	2003	154	NA
133	6	m	0	15	2003	154	7.473094909444306
138	1	m	1	13	2003	154	4.127619933914521
140	5	m	0	1	2003	154	6.274518073687874
142	6	f	0	17	2003	154	NA
145	1	m	1	14	2003	154	4.764333517891109
147	2	m	0	5	2003	154	5.308114189142632
152	5	f	0	13	2003	154	5.636876345112455
157	1	m	1	8	2003	154	4.7005604587502665
169	0	f	0	13	2003	154	NA
176	0	m	2	11	2003	154	4.184856292045825
192	2	m	0	1	2003	154	5.064599014087131
205	2	f	0	13	2003	154	4.994778320520927
206	15	m	1	19	2003	154	NA
208	11	m	1	12	2003	154	9.59544350954768
231	6	f	2	16	2003	154	6.297642710366936
233	2	m	1	1	2003	154	5.521938582296337
235	0	f	2	4	2003	154	3.711559320026136
237	3	f	1	4	2003	154	4.317688361697506
238	13	m	1	3	2003	154	11.203373510452312
245	3	f	2	1	2003	154	NA
249	0	m	0	16	2003	154	4.068061907316902
252	4	f	1	18	2003	154	6.548345244708235
253	3	m	1	5	2003	154	6.744216270425458
256	5	f	2	15	2003	154	6.918845039274018
259	15	f	0	18	2003	154	11.572828093250028
261	3	f	1	13	2003	154	5.6266875236928
262	4	m	2	16	2003	154	5.4560923194034885
273	4	m	0	18	2003	154	NA
282	10	f	2	20	2003	154	9.204139275419644
285	0	f	2	5	2003	154	NA
286	5	m	2	4	2003	154	5.947126794598269
293	1	m	1	5	2003	154	4.183245398362586
295	1	m	2	18	2003	154	NA
297	3	f	0	4	2003	154	4.705241507053319
314	0	f	2	14	2003	154	2.3548807618725904
317	14	m	2	19	2003	154	NA
324	0	f	1	2	2003	154	2.5854091971758484
325	3	f	0	17	2003	154	NA
331	4	m	0	19	2003	154	6.5060299392808165
332	4	f	0	8	2003	154	4.830082863041656
333	4	m	0	8	2003	154	5.899826560259534
334	3	m	0	5	2003	154	6.939154451585258
337	3	f	2	5	2003	154	5.662464109415135
341	3	m	0	3	2003	154	4.67569778961432
345	5	f	1	8	2003	154	5.464419097898817
352	3	f	0	12	2003	154	6.334990112665287
355	10	f	2	1	2003	154	8.561658331931111
371	10	m	1	13	2003	154	8.351513291442087
378	2	m	2	18	2003	154	4.522056717315203
379	2	m	2	9	2003	154	5.173352518411681
381	1	m	2	4	2003	154	4.327035355487706
390	1	f	0	7	2003	154	3.8855534096081383
391	9	f	1	10	2003	154	7.49543082739813
393	9	f	2	7	2003	154	8.824059289908858
403	6	f	1	4	2003	154	6.4739390559866035
417	9	f	1	3	2003	154	7.645069441334426
425	1	m	1	8	2003	154	3.923136414797394
431	7	f	0	14	2003	154	6.460672604841203
434	2	m	0	18	2003	154	5.162848262307598
436	6	f	2	7	2003	154	5.965410217876211
437	2	m	1	3	2003	154	4.620437632590225
438	9	f	1	9	2003	154	9.112477869410629
441	5	m	0	9	2003	154	5.92803220122442
448	2	m	2	6	2003	154	4.651753550792451
451	13	f	2	7	2003	154	10.237688961836968
456	5	f	2	15	2003	154	6.1133411538350035
461	6	m	1	13	2003	154	6.462938650027194
465	4	f	0	3	2003	154	5.419385871394584
473	2	f	1	7	2003	154	5.699877369908174
475	9	f	0	7	2003	154	7.44309899540804
484	2	f	0	4	2003	154	3.502902970790083
488	11	f	0	4	2003	154	8.407981646927585
498	1	f	0	10	2003	154	3.8415454228622448
500	3	f	0	3	2003	154	5.3230489788443025
507	10	f	0	13	2003	154	8.594867525979543
509	9	m	2	8	2003	154	NA
510	9	m	0	11	2003	154	8.803539147800855
512	12	f	0	8	2003	154	9.56656791714052
516	10	f	0	8	2003	154	7.358954250104885
518	3	f	2	8	2003	154	4.48146238599836
524	6	m	1	10	2003	154	7.385112368770212
528	2	f	0	10	2003	154	4.556560422072534
530	6	f	1	16	2003	154	NA
533	3	m	2	14	2003	154	5.162812258493279
537	13	m	1	19	2003	154	NA
539	4	m	1	9	2003	154	6.392088726590695
540	13	f	0	9	2003	154	9.766704729823534
544	4	m	2	1	2003	154	6.055655354312403
547	0	f	1	20	2003	154	3.0060981440817414
548	4	m	1	18	2003	154	5.028948022833763
550	12	m	2	14	2003	154	10.619924561067748
552	3	m	0	7	2003	154	5.185851153084502
556	0	m	2	14	2003	154	4.232844164463729
559	1	f	1	8	2003	154	3.9837659729204042
561	6	f	0	8	2003	154	7.205325276364785
569	13	f	2	4	2003	154	NA
571	5	f	1	20	2003	154	6.421810432592265
572	12	m	0	7	2003	154	10.462853714623305
573	9	m	1	12	2003	154	7.858167667423172
575	6	m	2	4	2003	154	7.352321837027539
578	3	f	2	4	2003	154	4.602902368176263
580	14	m	0	12	2003	154	11.29219760971565
581	6	m	1	6	2003	154	NA
588	9	m	2	20	2003	154	7.679556302344989
594	9	m	0	18	2003	154	8.003456776827756
598	4	f	0	5	2003	154	5.063392659883187
599	7	f	2	17	2003	154	7.1331096793268545
602	4	f	1	7	2003	154	6.217399310441916
604	10	f	1	19	2003	154	8.273750636282204
605	4	m	0	7	2003	154	5.2455589314208275
611	7	f	1	2	2003	154	6.577826857730496
616	6	f	0	18	2003	154	5.433735749812734
618	0	f	2	2	2003	154	2.7125282771088237
623	10	m	0	6	2003	154	8.447494305052466
625	4	m	2	15	2003	154	5.396059068725249
627	3	f	1	12	2003	154	5.36449469465647
629	5	m	1	9	2003	154	6.569923790535165
631	6	f	1	13	2003	154	6.527092555554795
632	7	m	0	11	2003	154	6.953747895133517
641	1	f	2	10	2003	154	3.2864688010983256
655	2	f	2	9	2003	154	4.523712171850372
661	13	f	0	4	2003	154	10.22821991733543
663	5	f	1	6	2003	154	5.3758804684751125
668	1	f	0	10	2003	154	3.78636674898586
679	11	m	0	10	2003	154	10.27947039091165
685	0	m	0	6	2003	154	4.281421923455379
688	0	m	0	1	2003	154	5.183634766591487
692	0	f	0	2	2003	154	3.5075127072000765
693	0	f	0	14	2003	154	4.025202743624499
695	2	m	0	13	2003	154	5.17336106712316
696	1	f	1	18	2003	154	3.413363199845593
700	5	m	1	15	2003	154	NA
703	9	m	1	3	2003	154	9.463957053441197
710	0	m	1	5	2003	154	4.313367501976658
716	1	f	0	19	2003	154	NA
718	12	m	1	10	2003	154	9.682942913365915
720	1	f	2	8	2003	154	3.7418442751412426
723	8	f	0	17	2003	154	7.195771044445262
726	6	f	0	5	2003	154	5.694316526731075
727	15	f	2	8	2003	154	12.272520895875877
728	4	f	1	12	2003	154	5.365187617725888
737	9	f	2	10	2003	154	7.1103246673714064
753	7	m	1	12	2003	154	8.15623859580761
754	12	m	2	2	2003	154	10.737758780363222
760	10	f	1	11	2003	154	7.667200076003932
761	9	m	1	18	2003	154	7.819360541845411
766	1	f	0	9	2003	154	3.3117284496618633
767	6	f	1	16	2003	154	6.639293743459902
768	0	m	1	20	2003	154	3.939729738774738
771	5	m	2	13	2003	154	5.594268563008098
776	11	f	0	10	2003	154	8.66348874859004
778	15	m	1	3	2003	154	NA
779	9	f	0	4	2003	154	7.189012727680294
783	2	f	0	10	2003	154	4.9745415238543025
788	0	f	1	18	2003	154	NA
792	0	f	1	18	2003	154	3.9785526059189777
794	13	f	1	14	2003	154	9.173125863347366
802	4	f	0	7	2003	154	6.52913605988282
803	5	m	2	5	2003	154	NA
807	8	m	0	1	2003	154	8.234631217217771
811	2	m	2	10	2003	154	5.362023156856211
815	4	f	2	9	2003	154	NA
821	0	m	1	13	2003	154	5.118807547172258
834	4	f	0	1	2003	154	6.181641463812746
836	1	m	2	3	2003	154	3.7647941121818276
849	5	f	2	5	2003	154	6.658754781320302
866	5	f	0	16	2003	154	6.385970510958354
870	9	f	0	13	2003	154	7.842676161763169
874	6	m	2	1	2003	154	7.195622265201058
875	1	f	2	7	2003	154	4.490308599641349
879	2	f	2	2	2003	154	4.778261894172535
880	9	f	1	18	2003	154	8.87240619099719
889	1	f	1	12	2003	154	4.891090144766055
892	9	f	2	14	2003	154	7.8123999337321735
896	6	m	0	9	2003	154	6.7711621794630075
899	13	f	0	2	2003	154	8.556643456081966
908	1	m	1	3	2003	154	4.454677533671992
1	1	m	1	4	2004	139	5.080330214907255
5	4	m	2	7	2004	139	6.556204585217141
8	0	m	2	9	2004	139	5.190615495883738
16	7	f	0	14	2004	139	6.866571769132588
21	3	f	0	6	2004	139	5.460908216441595
31	8	f	2	14	2004	139	8.800509989339751
32	1	m	0	15	2004	139	4.892499752057221
34	0	m	1	5	2004	139	4.975824041598106
39	0	m	1	18	2004	139	5.330445355613546
41	1	m	1	1	2004	139	5.1028305119869595
47	9	f	1	9	2004	139	10.036083673327923
49	9	m	1	9	2004	139	9.760568774387993
55	13	m	1	15	2004	139	9.591434129220724
63	2	f	2	20	2004	139	4.390759468425757
72	2	m	0	4	2004	139	5.159427511232479
73	7	m	0	17	2004	139	8.353692144376918
74	8	f	2	17	2004	139	8.32290293911958
77	1	m	2	17	2004	139	5.320876070419584
89	7	f	1	11	2004	139	8.327618404362168
94	0	m	0	11	2004	139	4.857993669369474
100	7	m	0	9	2004	139	NA
109	4	f	0	13	2004	139	NA
110	3	f	1	10	2004	139	6.342344904285198
118	9	m	0	7	2004	139	9.439142369281045
